"X.U.FEFF.observationID","phylum","class","order","family","genus","specificEpithet","sex","measurementType","measurementValue","measurementUnit","temperature","respiratoryQuotient","sampleSizeValue","comments","reference","inTextReference","publicationYear","fullReference","measurementMethod","metadataComment"
7,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca","corallina","female","metabolic rate",0.894,"(O2) cm3/h",23,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
8,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca","lefeburei","male","body mass",0.571,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
8,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca","lefeburei","male","metabolic rate",0.153,"(O2) cm3/h",23,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
9,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Protambulyx","strigilis","male","body mass",0.901,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
9,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Protambulyx","strigilis","male","metabolic rate",0.377,"(O2) cm3/h",23,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
10,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Protambulyx","strigilis","male","body mass",1.124,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
10,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Protambulyx","strigilis","male","metabolic rate",0.412,"(O2) cm3/h",23,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
11,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Protambulyx","strigilis","female","body mass",1.261,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
11,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Protambulyx","strigilis","female","metabolic rate",0.328,"(O2) cm3/h",23,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
12,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Erinnyis","oenotrus","male","body mass",0.964,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
12,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Erinnyis","oenotrus","male","metabolic rate",0.598,"(O2) cm3/h",23,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
13,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Erinnyis","ello","female","body mass",1.21,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
13,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Erinnyis","ello","female","metabolic rate",0.684,"(O2) cm3/h",23,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
14,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Pachylia","ficus","female","body mass",3.225,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
14,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Pachylia","ficus","female","metabolic rate",0.846,"(O2) cm3/h",23,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
15,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Madoryx","oeclus","male","body mass",1.494,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
15,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Madoryx","oeclus","male","metabolic rate",0.942,"(O2) cm3/h",23,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
16,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Madoryx","oeclus","male","body mass",1.904,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
16,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Madoryx","oeclus","male","metabolic rate",0.834,"(O2) cm3/h",23,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
17,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Perigonia","lusca","male","body mass",0.398,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
17,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Perigonia","lusca","male","metabolic rate",0.214,"(O2) cm3/h",23,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
18,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Perigonia","lusca","female","body mass",0.419,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
18,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Perigonia","lusca","female","metabolic rate",0.314,"(O2) cm3/h",23,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
19,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Perigonia","lusca","male","body mass",0.858,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
19,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Perigonia","lusca","male","metabolic rate",0.596,"(O2) cm3/h",23,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
20,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Perigonia","lusca","male","body mass",0.514,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
21,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Enyo","ocypete","female","body mass",0.575,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
21,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Enyo","ocypete","female","metabolic rate",0.184,"(O2) cm3/h",23,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
22,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Enyo","ocypete","male","body mass",0.36,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
23,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Enyo","ocypete","male","body mass",0.335,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
24,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Enyo","ocypete","","body mass",0.388,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
24,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Enyo","ocypete","","metabolic rate",0.209,"(O2) cm3/h",23,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
25,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Enyo","ocypete","","body mass",0.397,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
25,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Enyo","ocypete","","metabolic rate",0.177,"(O2) cm3/h",23,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
26,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Oryba","achemenides","male","body mass",2.23,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
26,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Oryba","achemenides","male","metabolic rate",0.774,"(O2) cm3/h",23,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
27,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Oryba","achemenides","female","body mass",3.387,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
27,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Oryba","achemenides","female","metabolic rate",1.23,"(O2) cm3/h",23,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
28,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Pachygonia","drucei","male","body mass",0.702,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
28,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Pachygonia","drucei","male","metabolic rate",0.245,"(O2) cm3/h",23,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
29,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Xylophanes","libya","male","body mass",0.559,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
29,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Xylophanes","libya","male","metabolic rate",0.422,"(O2) cm3/h",23,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
30,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Xylophanes","chiron","female","body mass",0.708,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
30,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Xylophanes","chiron","female","metabolic rate",0.223,"(O2) cm3/h",23,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
31,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Xylophanes","chiron","female","body mass",0.948,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
32,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Xylophanes","pluto","male","body mass",0.826,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
33,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Xylophanes","pluto","female","body mass",0.876,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
33,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Xylophanes","pluto","female","metabolic rate",0.401,"(O2) cm3/h",23,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
34,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Xylophanes","pluto","female","body mass",0.782,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
34,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Xylophanes","pluto","female","metabolic rate",0.346,"(O2) cm3/h",23,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
35,"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","hamata","male","body mass",0.564,"g",,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
35,"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","hamata","male","metabolic rate",0.33,"(O2) cm3/h",23,,1,"",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
36,"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","jacunda","female","body mass",1.083,"g",,,1,"DONTWARN: checked value correct",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
36,"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","jacunda","female","metabolic rate",0.76,"(O2) cm3/h",23,,1,"DONTWARN: checked value correct",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
37,"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","jacunda","male","body mass",0.28,"g",,,1,"DONTWARN: checked value correct",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
37,"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","jacunda","male","metabolic rate",0.18,"(O2) cm3/h",23,,1,"DONTWARN: checked value correct",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","not specified","measured at resting and active state"
38,"Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","jacunda","male","body mass",0.252,"g",,,1,"DONTWARN: checked value correct",25,"Bartholomew & Casey, 1978",1978,"Bartholomew, G. A., & Casey, T. M. (1978). Oxygen Consumption of Moths During Rest, Pre-Flight Warm-Up, and Flight In Relation to Body Size and Wing Morphology. Journal of Experimental Biology, 76(1), 11-25.","",""
