"X.U.FEFF.observationID","phylum","class","order","family","genus","specificEpithet","sex","measurementType","measurementValue","measurementUnit","temperature","respiratoryQuotient","sampleSizeValue","comments","reference","inTextReference","publicationYear","fullReference","measurementMethod","metadataComment"
11,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Planigale","ingrami",,"brain size",0.15,"ml",,,6,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
12,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Planigale","gilesi",,"brain size",0.17,"ml",,,5,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
13,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Planigale","maculata",,"brain size",0.2,"ml",,,10,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
14,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Ningaui","ridei",,"brain size",0.24,"ml",,,1,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
15,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Ningaui","yvonneae",,"brain size",0.26,"ml",,,2,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
16,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Planigale","novaeguineae",,"brain size",0.27,"ml",,,2,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
17,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","virginiae",,"brain size",0.34,"ml",,,1,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
18,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","bindi",,"brain size",0.35,"ml",,,1,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
19,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","douglasi",,"brain size",0.35,"ml",,,2,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
20,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata",,"brain size",0.36,"ml",,,20,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
21,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","macroura",,"brain size",0.4,"ml",,,5,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
22,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","hirtipes",,"brain size",0.41,"ml",,,1,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
23,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","leucopus",,"brain size",0.41,"ml",,,21,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
24,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Parantechinus","roryi",,"brain size",0.42,"ml",,,1,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
25,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","murina",,"brain size",0.44,"ml",,,15,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
26,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Antechinomys","laniger",,"brain size",0.47,"ml",,,9,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
27,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","griseoventer",,"brain size",0.49,"ml",,,1,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
28,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Parantechinus","macdonnellensis",,"brain size",0.49,"ml",,,5,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
29,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Parantechinus","rosamondae",,"brain size",0.54,"ml",,,4,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
30,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","agilis",,"brain size",0.56,"ml",,,18,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
31,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","bellus",,"brain size",0.63,"ml",,,4,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
32,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","flavipes",,"brain size",0.64,"ml",,,17,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
33,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Parantechinus","bilarni",,"brain size",0.65,"ml",,,7,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
34,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","melanurus",,"brain size",0.65,"ml",,,10,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
35,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","subtropicus",,"brain size",0.72,"ml",,,9,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
36,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","minimus",,"brain size",0.74,"ml",,,7,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
37,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","leo",,"brain size",0.75,"ml",,,3,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
38,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","stuartii",,"brain size",0.76,"ml",,,21,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
39,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","naso",,"brain size",0.77,"ml",,,8,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
40,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Phascogale","calura",,"brain size",0.91,"ml",,,5,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
41,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","swainsonii",,"brain size",1.09,"ml",,,13,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
42,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Murexia","rothschildi",,"brain size",1.05,"ml",,,1,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
43,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Phascolosorex","dorsalis",,"brain size",1.11,"ml",,,6,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
44,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Parantechinus","apicalis",,"brain size",1.2,"ml",,,1,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
45,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Dasycercus","cristicauda",,"brain size",1.24,"ml",,,11,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
46,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Dasyuroides","byrnei",,"brain size",1.5,"ml",,,13,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
47,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Murexia","longicaudata",,"brain size",1.68,"ml",,,2,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
48,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Phascogale","tapoatafa",,"brain size",1.81,"ml",,,20,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
49,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Myoictis","melas",,"brain size",2.05,"ml",,,4,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
50,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Neophascogale","lorentzi",,"brain size",2.45,"ml",,,2,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
51,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Dasyurus","hallucatus",,"brain size",3.38,"ml",,,14,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
52,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Dasyurus","albopunctatus",,"brain size",3.79,"ml",,,14,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
53,"Chordata","Mammalia","Dasyuromorphia","Myrmecobiidae","Myrmecobius","fasciatus",,"brain size",4.25,"ml",,,2,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
54,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Dasyurus","geoffroii",,"brain size",5.17,"ml",,,4,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
55,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Dasyurus","viverrinus",,"brain size",5.33,"ml",,,26,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
56,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Dasyurus","maculatus",,"brain size",9.41,"ml",,,55,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
57,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Sarcophilus","harrisii",,"brain size",16.09,"ml",,,34,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
58,"Chordata","Mammalia","Dasyuromorphia","Thylacinidae","Thylacinus","cynocephalus",,"brain size",51.19,"ml",,,18,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
59,"Chordata","Mammalia","Didelphimorphia","Didelphidae","Marmosa","elegans",,"brain size",0.71,"ml",,,1,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
60,"Chordata","Mammalia","Didelphimorphia","Didelphidae","Thylamys","elegans",,"brain size",0.71,"ml",,,1,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
61,"Chordata","Mammalia","Didelphimorphia","Didelphidae","Monodelphis","brevicaudata",,"brain size",0.9,"ml",,,1,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
62,"Chordata","Mammalia","Didelphimorphia","Didelphidae","Marmosa","mexicana",,"brain size",1,"ml",,,2,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
63,"Chordata","Mammalia","Didelphimorphia","Didelphidae","Marmosa","murina",,"brain size",1.1,"ml",,,1,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
64,"Chordata","Mammalia","Didelphimorphia","Didelphidae","Marmosa","rubra",,"brain size",1.2,"ml",,,1,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
65,"Chordata","Mammalia","Didelphimorphia","Didelphidae","Caluromys","derbianus",,"brain size",3.4,"ml",,,1,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
66,"Chordata","Mammalia","Didelphimorphia","Didelphidae","Caluromys","philander",,"brain size",3.5,"ml",,,1,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
67,"Chordata","Mammalia","Didelphimorphia","Didelphidae","Metachirus","nudicaudatus",,"brain size",3.5,"ml",,,1,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
68,"Chordata","Mammalia","Didelphimorphia","Didelphidae","Philander","opossum",,"brain size",3.83,"ml",,,2,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
69,"Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphis","marsupialis",,"brain size",6.35,"ml",,,1,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
70,"Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphis","virginiana",,"brain size",6.72,"ml",,,11,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
71,"Chordata","Mammalia","Diprotodontia","Burramyidae","Cercartetus","concinnus",,"brain size",0.3,"ml",,,3,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
72,"Chordata","Mammalia","Diprotodontia","Acrobatidae","Acrobates","pygmaeus",,"brain size",0.35,"ml",,,14,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
73,"Chordata","Mammalia","Diprotodontia","Burramyidae","Cercartetus","lepidus",,"brain size",0.36,"ml",,,3,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
74,"Chordata","Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus",,"brain size",0.36,"ml",,,1,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
75,"Chordata","Mammalia","Diprotodontia","Burramyidae","Cercartetus","nanus",,"brain size",0.43,"ml",,,3,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
76,"Chordata","Mammalia","Diprotodontia","Burramyidae","Cercartetus","caudatus",,"brain size",0.71,"ml",,,11,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
77,"Chordata","Mammalia","Diprotodontia","Acrobatidae","Distoechurus","pennatus",,"brain size",0.94,"ml",,,8,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
78,"Chordata","Mammalia","Diprotodontia","Burramyidae","Burramys","parvus",,"brain size",1,"ml",,,2,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
79,"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Pseudochirulus","canescens",,"brain size",1.8,"ml",,,4,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
80,"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Pseudochirulus","mayeri",,"brain size",2.01,"ml",,,9,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
81,"Chordata","Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps",,"brain size",2.09,"ml",,,20,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
82,"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Pseudochirulus","schlegeli",,"brain size",2.8,"ml",,,2,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
83,"Chordata","Mammalia","Diprotodontia","Petauridae","Gymnobelideus","leadbeateri",,"brain size",2.85,"ml",,,2,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
84,"Chordata","Mammalia","Diprotodontia","Petauridae","Petaurus","norfolcensis",,"brain size",3.02,"ml",,,14,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
85,"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Hemibelideus","lemuroides",,"brain size",3.15,"ml",,,2,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
86,"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Pseudochirulus","caroli",,"brain size",3.2,"ml",,,1,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
87,"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Pseudochirulus","forbesi",,"brain size",3.36,"ml",,,6,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
88,"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Pseudochirulus","herbertensis",,"brain size",4.32,"ml",,,3,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
89,"Chordata","Mammalia","Diprotodontia","Petauridae","Dactylonax","tatei",,"brain size",4.45,"ml",,,1,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
90,"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Pseudocheirus","peregrinus",,"brain size",4.52,"ml",,,15,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
91,"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Pseudochirops","albertisii",,"brain size",4.68,"ml",,,3,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
92,"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Petauroides","volans",,"brain size",4.69,"ml",,,20,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
93,"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Petropseudes","dahli",,"brain size",5.038,"ml",,,3,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
94,"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Pseudochirops","coronatus",,"brain size",5.13,"ml",,,2,"",215,"Ashwell, 2008",2008,"Ashwell, K. W. S. (2008). Encephalization of Australian and New Guinean marsupials. Brain, Behavior and Evolution, 71(3), 181-199","skull filling",
